what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1435671088665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435671113743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435671117668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1435671122114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1435671126454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1435671126621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1435671126785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1435671126952
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1435671127471
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435671147388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435671153759
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435671155474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435671188611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435671265127
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435671268598
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435671282994
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435671293985
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435671303700
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1435671303728
